"ft_dem","ft_rep","race","income","sex","white","black","hispanic","other","vote_obama"
40,70,1,1,1,1,0,0,0,0
80,20,1,6,1,1,0,0,0,1
40,30,1,28,0,1,0,0,0,0
30,70,1,28,1,1,0,0,0,0
30,20,1,15,0,1,0,0,0,1
85,60,1,13,1,1,0,0,0,1
70,40,4,11,0,0,0,0,1,1
70,60,2,5,0,0,1,0,0,1
60,50,1,1,0,1,0,0,0,1
60,30,2,7,0,0,1,0,0,1
50,100,2,7,0,0,1,0,0,0
100,40,4,13,1,0,0,0,1,1
65,90,1,6,1,1,0,0,0,0
100,0,4,3,1,0,0,0,1,1
70,60,1,15,1,1,0,0,0,1
100,50,4,1,1,0,0,0,1,1
85,85,2,4,1,0,1,0,0,1
85,15,2,13,1,0,1,0,0,1
60,40,4,2,1,0,0,0,1,1
70,60,1,7,1,1,0,0,0,1
70,30,2,7,1,0,1,0,0,1
50,50,2,23,1,0,1,0,0,1
100,0,2,21,0,0,1,0,0,1
100,0,2,3,1,0,1,0,0,1
0,0,4,3,0,0,0,0,1,1
100,0,2,4,1,0,1,0,0,1
100,60,4,1,1,0,0,0,1,1
50,50,2,24,1,0,1,0,0,1
100,40,2,10,1,0,1,0,0,1
85,30,2,17,0,0,1,0,0,1
100,0,2,21,1,0,1,0,0,1
100,40,2,3,1,0,1,0,0,1
100,0,2,11,1,0,1,0,0,1
100,0,2,7,1,0,1,0,0,1
85,15,2,11,0,0,1,0,0,1
85,30,2,18,0,0,1,0,0,1
75,50,2,2,0,0,1,0,0,1
85,15,3,10,0,0,0,1,0,1
100,0,2,7,1,0,1,0,0,1
85,70,2,1,1,0,1,0,0,1
85,15,2,21,0,0,1,0,0,1
90,15,2,21,0,0,1,0,0,1
100,0,2,6,1,0,1,0,0,1
70,50,2,12,1,0,1,0,0,1
100,50,2,6,1,0,1,0,0,1
100,50,2,18,1,0,1,0,0,1
100,50,2,4,1,0,1,0,0,1
85,30,4,2,1,0,0,0,1,1
100,0,2,7,1,0,1,0,0,1
100,15,2,8,1,0,1,0,0,1
40,60,2,11,1,0,1,0,0,0
60,15,2,8,0,0,1,0,0,1
15,70,1,27,1,1,0,0,0,0
15,85,4,17,0,0,0,0,1,0
50,100,1,17,1,1,0,0,0,1
50,60,1,1,1,1,0,0,0,0
30,85,1,14,0,1,0,0,0,0
70,85,1,10,1,1,0,0,0,1
30,15,4,18,0,0,0,0,1,1
40,60,1,24,0,1,0,0,0,0
50,60,1,21,1,1,0,0,0,0
50,50,1,10,0,1,0,0,0,1
95,30,1,14,1,1,0,0,0,1
60,70,1,10,1,1,0,0,0,0
100,0,1,15,1,1,0,0,0,1
85,35,1,2,1,1,0,0,0,1
15,70,1,28,1,1,0,0,0,0
40,70,1,8,1,1,0,0,0,0
50,0,1,1,1,1,0,0,0,1
30,40,1,25,1,1,0,0,0,0
85,40,1,12,1,1,0,0,0,1
0,85,1,4,1,1,0,0,0,0
40,60,1,15,0,1,0,0,0,0
50,50,1,20,1,1,0,0,0,0
50,50,1,13,0,1,0,0,0,0
50,50,1,7,1,1,0,0,0,0
40,70,1,23,0,1,0,0,0,0
100,0,1,13,0,1,0,0,0,1
0,60,1,22,0,1,0,0,0,0
15,85,1,7,1,1,0,0,0,0
0,15,1,11,0,1,0,0,0,0
50,50,1,1,1,1,0,0,0,1
60,40,1,12,1,1,0,0,0,1
30,30,1,19,0,1,0,0,0,0
60,40,3,17,0,0,0,1,0,1
60,50,2,2,1,0,1,0,0,1
100,30,2,13,0,0,1,0,0,1
70,30,2,12,0,0,1,0,0,1
70,15,2,11,1,0,1,0,0,1
70,15,2,18,1,0,1,0,0,1
100,0,2,7,1,0,1,0,0,1
100,0,2,1,1,0,1,0,0,1
100,0,2,1,1,0,1,0,0,1
85,50,2,6,1,0,1,0,0,1
85,60,2,11,1,0,1,0,0,1
85,0,2,19,1,0,1,0,0,1
100,40,2,11,0,0,1,0,0,1
100,0,2,12,1,0,1,0,0,1
100,15,2,20,1,0,1,0,0,1
100,0,2,4,1,0,1,0,0,1
70,60,2,20,1,0,1,0,0,1
100,0,2,9,1,0,1,0,0,1
90,30,2,18,1,0,1,0,0,1
85,15,2,9,1,0,1,0,0,1
85,30,2,15,1,0,1,0,0,1
85,0,2,22,1,0,1,0,0,1
15,15,2,15,1,0,1,0,0,1
30,85,2,19,1,0,1,0,0,1
60,30,2,6,1,0,1,0,0,1
60,15,2,7,1,0,1,0,0,1
70,30,2,11,1,0,1,0,0,1
100,0,2,12,1,0,1,0,0,1
70,30,1,10,0,1,0,0,0,1
85,70,1,22,0,1,0,0,0,1
40,60,1,15,0,1,0,0,0,0
85,0,2,1,0,0,1,0,0,1
100,15,2,10,0,0,1,0,0,1
70,50,2,12,0,0,1,0,0,1
40,30,2,3,1,0,1,0,0,1
85,40,2,10,1,0,1,0,0,1
100,60,2,1,1,0,1,0,0,1
85,30,2,10,0,0,1,0,0,1
85,60,2,5,1,0,1,0,0,1
85,40,2,7,1,0,1,0,0,1
70,30,2,12,1,0,1,0,0,1
85,0,2,1,1,0,1,0,0,1
60,30,2,5,0,0,1,0,0,1
85,60,2,6,0,0,1,0,0,1
85,0,2,13,0,0,1,0,0,1
100,0,2,8,0,0,1,0,0,1
100,0,2,3,0,0,1,0,0,1
70,0,2,9,1,0,1,0,0,1
85,50,2,2,1,0,1,0,0,1
100,0,2,7,1,0,1,0,0,1
100,15,2,1,1,0,1,0,0,1
100,50,2,1,1,0,1,0,0,1
100,0,2,3,1,0,1,0,0,1
70,50,2,18,1,0,1,0,0,1
70,70,2,19,1,0,1,0,0,1
85,30,2,13,1,0,1,0,0,1
85,0,3,1,1,0,0,1,0,1
15,70,1,15,0,1,0,0,0,0
30,75,1,21,1,1,0,0,0,0
30,40,1,25,1,1,0,0,0,0
60,15,1,23,0,1,0,0,0,1
0,85,1,27,1,1,0,0,0,0
50,50,1,27,0,1,0,0,0,0
60,40,3,17,1,0,0,1,0,0
40,65,1,28,0,1,0,0,0,0
9,10,1,27,0,1,0,0,0,1
30,85,1,25,1,1,0,0,0,0
50,70,1,21,1,1,0,0,0,0
15,40,1,26,0,1,0,0,0,0
10,25,1,27,0,1,0,0,0,0
60,10,1,22,1,1,0,0,0,1
15,100,1,25,1,1,0,0,0,0
85,50,2,15,1,0,1,0,0,1
0,85,1,17,1,1,0,0,0,0
40,70,1,25,0,1,0,0,0,0
70,15,3,1,0,0,0,1,0,1
15,70,4,11,0,0,0,0,1,0
100,50,2,11,1,0,1,0,0,1
85,0,2,5,0,0,1,0,0,1
100,0,2,12,1,0,1,0,0,1
100,50,2,1,1,0,1,0,0,1
70,40,2,16,0,0,1,0,0,1
85,0,2,6,1,0,1,0,0,1
60,100,2,1,1,0,1,0,0,1
100,0,2,2,1,0,1,0,0,1
100,30,2,7,1,0,1,0,0,1
50,60,3,1,1,0,0,1,0,1
70,15,3,22,1,0,0,1,0,1
85,100,3,23,1,0,0,1,0,1
100,0,3,2,1,0,0,1,0,1
0,85,1,12,1,1,0,0,0,0
50,50,3,11,0,0,0,1,0,1
70,40,1,22,0,1,0,0,0,1
60,50,3,24,0,0,0,1,0,1
100,15,3,18,0,0,0,1,0,1
85,30,3,21,0,0,0,1,0,1
0,80,3,10,0,0,0,1,0,0
15,85,3,5,1,0,0,1,0,0
50,60,3,15,0,0,0,1,0,1
85,75,3,14,1,0,0,1,0,1
80,40,3,4,1,0,0,1,0,1
70,30,3,21,0,0,0,1,0,1
100,0,2,12,1,0,1,0,0,1
100,0,2,11,0,0,1,0,0,1
70,70,3,1,1,0,0,1,0,0
60,15,2,13,1,0,1,0,0,1
100,0,2,4,0,0,1,0,0,1
-8,-8,3,5,1,0,0,1,0,1
60,40,2,17,0,0,1,0,0,1
70,70,3,14,1,0,0,1,0,1
85,35,3,12,1,0,0,1,0,1
85,0,3,15,0,0,0,1,0,1
50,50,3,12,0,0,0,1,0,1
60,85,3,11,0,0,0,1,0,0
0,70,3,7,0,0,0,1,0,0
60,60,1,23,0,1,0,0,0,1
85,0,1,15,1,1,0,0,0,1
70,60,2,22,0,0,1,0,0,1
100,15,2,9,1,0,1,0,0,1
85,40,2,4,1,0,1,0,0,1
100,0,2,27,1,0,1,0,0,1
0,100,1,11,0,1,0,0,0,0
85,15,2,3,0,0,1,0,0,1
85,40,1,25,0,1,0,0,0,1
70,15,1,22,0,1,0,0,0,1
0,30,1,21,0,1,0,0,0,0
70,60,1,7,1,1,0,0,0,1
60,30,1,24,0,1,0,0,0,1
60,50,1,23,1,1,0,0,0,1
40,40,1,18,1,1,0,0,0,0
30,70,1,5,1,1,0,0,0,0
85,15,1,1,1,1,0,0,0,1
60,30,3,1,0,0,0,1,0,1
85,30,1,2,1,1,0,0,0,1
50,50,3,12,1,0,0,1,0,1
85,70,3,3,1,0,0,1,0,1
40,85,3,13,1,0,0,1,0,0
70,60,3,7,1,0,0,1,0,1
50,60,1,15,1,1,0,0,0,0
85,15,1,10,1,1,0,0,0,1
60,60,1,13,1,1,0,0,0,0
40,70,4,17,1,0,0,0,1,0
100,0,1,28,1,1,0,0,0,1
50,50,4,23,0,0,0,0,1,0
70,15,4,4,0,0,0,0,1,1
70,65,3,13,0,0,0,1,0,1
70,50,4,4,0,0,0,0,1,1
30,85,1,13,1,1,0,0,0,0
50,50,1,17,1,1,0,0,0,0
15,60,1,15,1,1,0,0,0,0
70,50,2,3,1,0,1,0,0,1
60,70,1,5,1,1,0,0,0,0
15,85,1,1,0,1,0,0,0,0
70,0,2,3,1,0,1,0,0,1
0,85,1,1,1,1,0,0,0,0
15,100,1,14,1,1,0,0,0,0
50,50,1,7,1,1,0,0,0,1
70,60,1,1,1,1,0,0,0,0
85,15,3,13,1,0,0,1,0,1
100,50,3,3,1,0,0,1,0,1
40,85,1,14,0,1,0,0,0,0
50,50,4,21,1,0,0,0,1,0
85,40,3,24,0,0,0,1,0,1
15,70,1,14,1,1,0,0,0,0
60,40,3,17,0,0,0,1,0,1
40,50,4,27,0,0,0,0,1,0
0,100,1,16,0,1,0,0,0,0
70,50,1,16,1,1,0,0,0,1
85,15,1,22,1,1,0,0,0,1
85,15,3,13,0,0,0,1,0,1
70,50,1,14,0,1,0,0,0,1
0,70,1,13,1,1,0,0,0,0
50,70,3,17,0,0,0,1,0,0
30,60,1,19,1,1,0,0,0,0
85,40,2,22,1,0,1,0,0,1
100,0,1,4,0,1,0,0,0,1
100,0,2,2,1,0,1,0,0,1
0,70,1,18,1,1,0,0,0,0
40,85,1,7,1,1,0,0,0,0
60,70,1,21,1,1,0,0,0,0
70,15,2,14,1,0,1,0,0,1
85,40,2,5,1,0,1,0,0,1
85,50,2,15,0,0,1,0,0,1
100,0,2,9,1,0,1,0,0,1
100,15,4,15,1,0,0,0,1,1
60,15,2,8,1,0,1,0,0,1
70,0,2,3,0,0,1,0,0,1
15,40,1,27,0,1,0,0,0,0
30,50,1,27,1,1,0,0,0,0
60,70,1,19,0,1,0,0,0,0
60,15,1,27,0,1,0,0,0,1
75,50,1,21,0,1,0,0,0,0
15,60,1,27,0,1,0,0,0,0
85,0,1,12,0,1,0,0,0,1
15,100,3,2,1,0,0,1,0,0
60,70,4,5,0,0,0,0,1,1
100,50,2,22,1,0,1,0,0,1
60,70,1,21,1,1,0,0,0,0
60,70,4,28,1,0,0,0,1,0
85,50,2,3,1,0,1,0,0,1
85,0,2,1,1,0,1,0,0,1
85,40,1,8,1,1,0,0,0,0
30,60,1,11,1,1,0,0,0,0
50,50,1,25,1,1,0,0,0,0
50,30,1,27,0,1,0,0,0,1
60,40,1,26,1,1,0,0,0,1
50,50,1,12,1,1,0,0,0,0
85,50,4,6,1,0,0,0,1,0
40,60,1,14,0,1,0,0,0,0
85,85,3,26,1,0,0,1,0,0
15,50,3,20,1,0,0,1,0,0
0,60,1,23,0,1,0,0,0,0
50,50,1,15,0,1,0,0,0,0
85,60,1,25,1,1,0,0,0,1
50,15,3,18,0,0,0,1,0,1
30,30,3,1,0,0,0,1,0,1
70,40,3,12,1,0,0,1,0,1
70,30,1,5,1,1,0,0,0,1
15,85,1,12,0,1,0,0,0,0
85,15,3,12,1,0,0,1,0,1
70,30,4,22,1,0,0,0,1,1
100,15,2,15,1,0,1,0,0,1
50,50,3,8,1,0,0,1,0,1
60,70,1,5,1,1,0,0,0,1
60,10,3,2,0,0,0,1,0,1
40,70,1,12,0,1,0,0,0,0
40,70,1,9,1,1,0,0,0,0
85,0,2,7,1,0,1,0,0,1
70,50,4,2,1,0,0,0,1,1
30,85,1,24,0,1,0,0,0,0
30,30,1,23,1,1,0,0,0,0
40,70,1,27,0,1,0,0,0,0
70,15,1,1,1,1,0,0,0,1
30,70,1,12,1,1,0,0,0,0
60,30,1,11,1,1,0,0,0,1
100,0,2,20,1,0,1,0,0,1
85,0,2,1,1,0,1,0,0,1
85,15,2,16,1,0,1,0,0,1
0,60,2,19,0,0,1,0,0,0
100,0,1,4,1,1,0,0,0,1
0,95,1,5,1,1,0,0,0,0
50,60,1,6,0,1,0,0,0,0
50,50,1,11,1,1,0,0,0,1
60,0,1,22,0,1,0,0,0,1
15,85,1,21,1,1,0,0,0,0
85,15,2,15,1,0,1,0,0,1
50,70,1,22,1,1,0,0,0,0
60,30,2,1,0,0,1,0,0,1
85,50,2,9,1,0,1,0,0,1
85,15,2,1,1,0,1,0,0,1
85,0,2,8,1,0,1,0,0,1
85,50,2,26,0,0,1,0,0,1
85,15,2,3,1,0,1,0,0,1
15,15,1,17,1,1,0,0,0,0
50,50,1,16,0,1,0,0,0,1
60,40,4,12,1,0,0,0,1,1
60,15,1,11,1,1,0,0,0,1
15,15,4,3,1,0,0,0,1,1
30,85,1,9,0,1,0,0,0,0
65,15,2,14,0,0,1,0,0,1
100,50,2,3,0,0,1,0,0,1
80,30,2,19,1,0,1,0,0,1
100,0,2,8,0,0,1,0,0,1
85,30,2,11,0,0,1,0,0,1
50,85,1,21,0,1,0,0,0,0
85,60,1,25,1,1,0,0,0,1
40,70,2,11,0,0,1,0,0,0
55,45,3,3,1,0,0,1,0,1
85,40,2,7,0,0,1,0,0,1
100,50,3,9,1,0,0,1,0,1
85,20,3,21,1,0,0,1,0,1
0,30,1,4,1,1,0,0,0,0
-8,-8,3,14,1,0,0,1,0,0
15,85,3,17,1,0,0,1,0,0
85,0,1,19,1,1,0,0,0,1
15,100,1,21,1,1,0,0,0,0
30,85,1,25,0,1,0,0,0,0
40,70,1,17,1,1,0,0,0,1
60,15,1,25,0,1,0,0,0,1
85,15,3,13,0,0,0,1,0,1
0,85,1,26,1,1,0,0,0,0
100,100,1,19,1,1,0,0,0,0
70,0,2,3,1,0,1,0,0,1
40,50,1,24,0,1,0,0,0,0
0,85,4,23,1,0,0,0,1,0
85,0,2,17,1,0,1,0,0,1
50,50,1,5,0,1,0,0,0,0
100,60,3,10,1,0,0,1,0,1
60,60,4,17,0,0,0,0,1,1
50,50,3,13,1,0,0,1,0,1
85,0,2,1,1,0,1,0,0,1
60,0,2,7,0,0,1,0,0,1
100,60,1,21,0,1,0,0,0,1
100,60,4,28,1,0,0,0,1,1
60,40,1,25,0,1,0,0,0,1
70,40,3,12,0,0,0,1,0,1
85,0,3,12,0,0,0,1,0,1
40,60,1,24,0,1,0,0,0,0
70,70,3,13,0,0,0,1,0,1
55,75,2,10,0,0,1,0,0,0
60,60,1,14,1,1,0,0,0,1
50,50,1,19,1,1,0,0,0,1
30,30,1,2,1,1,0,0,0,1
30,60,1,27,0,1,0,0,0,0
70,50,3,21,1,0,0,1,0,1
60,15,1,22,0,1,0,0,0,1
30,40,1,2,1,1,0,0,0,1
40,85,3,14,0,0,0,1,0,0
70,50,1,15,0,1,0,0,0,0
15,70,1,20,1,1,0,0,0,0
50,100,3,4,0,0,0,1,0,0
30,70,3,12,0,0,0,1,0,0
30,70,1,17,0,1,0,0,0,0
70,60,2,8,0,0,1,0,0,1
40,85,1,23,1,1,0,0,0,0
70,40,1,22,1,1,0,0,0,1
85,50,3,4,1,0,0,1,0,1
85,60,2,11,1,0,1,0,0,1
40,60,1,13,0,1,0,0,0,0
100,40,3,11,1,0,0,1,0,1
85,0,1,27,1,1,0,0,0,1
70,0,1,7,0,1,0,0,0,1
40,50,4,15,0,0,0,0,1,0
70,15,3,17,1,0,0,1,0,1
60,40,1,21,1,1,0,0,0,0
60,15,3,17,1,0,0,1,0,1
30,60,1,12,1,1,0,0,0,0
100,15,3,3,1,0,0,1,0,1
30,70,1,24,0,1,0,0,0,0
0,85,1,11,0,1,0,0,0,0
50,70,1,21,1,1,0,0,0,0
85,0,1,17,1,1,0,0,0,1
0,70,4,21,0,0,0,0,1,0
100,15,3,9,1,0,0,1,0,1
40,60,1,18,0,1,0,0,0,0
70,40,3,13,0,0,0,1,0,1
30,50,1,15,0,1,0,0,0,0
15,70,1,15,0,1,0,0,0,0
60,40,2,15,0,0,1,0,0,1
70,0,2,21,0,0,1,0,0,1
30,15,1,25,1,1,0,0,0,1
50,70,1,20,1,1,0,0,0,0
60,60,3,3,1,0,0,1,0,0
15,100,1,26,0,1,0,0,0,0
40,30,3,13,1,0,0,1,0,1
85,40,3,1,1,0,0,1,0,1
15,70,1,27,0,1,0,0,0,0
50,50,1,13,0,1,0,0,0,0
70,30,1,26,0,1,0,0,0,1
85,15,3,3,1,0,0,1,0,1
50,50,3,20,1,0,0,1,0,1
60,0,1,17,1,1,0,0,0,1
70,30,4,5,1,0,0,0,1,1
-2,-2,3,1,0,0,0,1,0,1
60,12,1,13,0,1,0,0,0,1
70,40,3,7,0,0,0,1,0,1
50,60,1,4,1,1,0,0,0,1
90,45,1,12,1,1,0,0,0,1
60,50,1,15,1,1,0,0,0,1
85,40,1,15,1,1,0,0,0,1
30,85,1,27,0,1,0,0,0,0
50,60,1,2,0,1,0,0,0,0
50,50,3,5,0,0,0,1,0,1
50,50,1,1,0,1,0,0,0,1
0,70,1,15,1,1,0,0,0,0
100,50,2,13,0,0,1,0,0,1
85,30,1,21,0,1,0,0,0,1
100,0,1,15,1,1,0,0,0,1
40,60,1,24,0,1,0,0,0,0
100,50,1,1,0,1,0,0,0,1
40,70,1,15,0,1,0,0,0,0
60,60,2,16,0,0,1,0,0,1
85,15,2,15,0,0,1,0,0,1
30,100,1,15,1,1,0,0,0,0
100,60,2,5,1,0,1,0,0,1
85,30,1,17,1,1,0,0,0,1
70,40,1,15,1,1,0,0,0,0
70,60,1,9,1,1,0,0,0,1
85,60,1,9,0,1,0,0,0,1
50,-8,1,6,1,1,0,0,0,0
50,50,4,1,0,0,0,0,1,1
60,40,1,12,1,1,0,0,0,1
50,50,3,17,1,0,0,1,0,0
70,15,4,5,0,0,0,0,1,1
0,70,1,25,0,1,0,0,0,0
85,30,4,1,1,0,0,0,1,1
70,69,2,7,1,0,1,0,0,1
60,0,1,11,1,1,0,0,0,1
10,80,1,21,0,1,0,0,0,0
12,54,1,1,0,1,0,0,0,0
23,62,1,22,0,1,0,0,0,0
20,70,1,14,0,1,0,0,0,0
50,70,1,16,0,1,0,0,0,0
50,70,3,23,0,0,0,1,0,0
0,50,1,21,0,1,0,0,0,0
60,70,2,21,0,0,1,0,0,1
15,70,1,20,0,1,0,0,0,0
85,30,1,11,1,1,0,0,0,1
85,15,1,2,0,1,0,0,0,1
100,0,2,13,1,0,1,0,0,1
40,40,1,27,0,1,0,0,0,0
85,0,3,11,0,0,0,1,0,1
85,40,1,2,0,1,0,0,0,1
30,70,1,20,0,1,0,0,0,0
45,20,1,18,0,1,0,0,0,1
60,0,1,22,1,1,0,0,0,1
60,70,3,28,0,0,0,1,0,0
50,70,3,9,0,0,0,1,0,0
60,70,1,15,1,1,0,0,0,0
85,40,2,19,0,0,1,0,0,1
40,50,1,15,0,1,0,0,0,0
80,30,1,16,0,1,0,0,0,1
50,60,1,12,1,1,0,0,0,0
0,100,1,4,1,1,0,0,0,0
15,85,1,21,0,1,0,0,0,0
70,0,1,14,0,1,0,0,0,1
0,0,1,12,0,1,0,0,0,1
70,30,2,15,1,0,1,0,0,1
85,15,1,18,1,1,0,0,0,1
0,70,4,1,0,0,0,0,1,0
0,100,1,16,0,1,0,0,0,0
10,10,1,1,1,1,0,0,0,0
65,10,1,7,0,1,0,0,0,1
100,20,2,26,0,0,1,0,0,1
12,85,4,19,0,0,0,0,1,0
60,30,1,25,0,1,0,0,0,1
70,0,1,24,1,1,0,0,0,1
85,0,4,1,0,0,0,0,1,1
20,65,1,27,1,1,0,0,0,0
0,90,1,20,0,1,0,0,0,0
30,50,1,17,0,1,0,0,0,0
60,0,1,25,1,1,0,0,0,1
50,50,1,9,1,1,0,0,0,0
15,0,1,11,0,1,0,0,0,1
40,15,1,28,0,1,0,0,0,0
0,100,1,15,0,1,0,0,0,0
70,15,3,5,0,0,0,1,0,1
15,85,1,23,1,1,0,0,0,0
85,0,1,1,0,1,0,0,0,1
30,75,1,5,1,1,0,0,0,0
60,15,1,5,1,1,0,0,0,1
100,10,1,1,1,1,0,0,0,1
90,10,2,15,0,0,1,0,0,1
15,70,4,18,0,0,0,0,1,0
100,15,1,23,1,1,0,0,0,0
70,15,1,2,1,1,0,0,0,0
0,100,3,26,1,0,0,1,0,0
85,15,3,11,0,0,0,1,0,1
15,70,1,22,0,1,0,0,0,0
100,15,3,12,1,0,0,1,0,1
50,65,1,22,1,1,0,0,0,0
85,40,3,14,0,0,0,1,0,1
80,0,4,14,1,0,0,0,1,1
50,70,1,15,1,1,0,0,0,0
85,0,1,8,1,1,0,0,0,1
15,70,1,1,1,1,0,0,0,0
92,50,1,3,1,1,0,0,0,1
60,0,1,20,0,1,0,0,0,1
70,40,1,22,1,1,0,0,0,0
70,30,4,21,1,0,0,0,1,1
0,40,1,19,0,1,0,0,0,1
40,85,1,5,1,1,0,0,0,0
65,0,1,12,1,1,0,0,0,1
60,50,2,27,0,0,1,0,0,1
40,60,1,17,1,1,0,0,0,0
60,15,1,1,0,1,0,0,0,1
0,30,1,9,1,1,0,0,0,0
70,40,2,11,0,0,1,0,0,1
21,66,1,24,0,1,0,0,0,0
50,50,1,28,1,1,0,0,0,1
0,85,1,1,0,1,0,0,0,0
70,0,4,15,0,0,0,0,1,1
70,15,2,18,0,0,1,0,0,1
70,15,1,23,0,1,0,0,0,1
85,0,1,27,1,1,0,0,0,1
60,100,1,1,1,1,0,0,0,0
85,15,1,18,0,1,0,0,0,1
40,85,1,24,1,1,0,0,0,0
30,40,1,11,1,1,0,0,0,0
15,70,3,27,0,0,0,1,0,0
0,0,1,20,1,1,0,0,0,0
85,15,4,27,0,0,0,0,1,1
75,40,2,23,0,0,1,0,0,1
15,85,1,25,1,1,0,0,0,0
68,67,3,15,1,0,0,1,0,1
60,1,1,16,1,1,0,0,0,1
100,0,2,17,1,0,1,0,0,1
40,55,1,15,0,1,0,0,0,0
50,50,1,1,0,1,0,0,0,1
5,98,1,22,1,1,0,0,0,0
0,50,3,5,1,0,0,1,0,0
50,50,1,18,0,1,0,0,0,0
60,30,3,12,0,0,0,1,0,1
85,75,1,9,1,1,0,0,0,1
45,55,1,28,0,1,0,0,0,0
30,60,1,17,0,1,0,0,0,0
70,40,4,26,0,0,0,0,1,1
20,80,1,8,0,1,0,0,0,0
70,0,1,20,1,1,0,0,0,1
55,20,3,27,0,0,0,1,0,1
5,50,1,15,1,1,0,0,0,0
50,5,1,25,0,1,0,0,0,1
40,40,1,25,1,1,0,0,0,0
70,30,1,7,0,1,0,0,0,1
60,40,4,27,0,0,0,0,1,0
70,40,3,12,0,0,0,1,0,1
85,15,1,11,0,1,0,0,0,1
0,85,1,11,0,1,0,0,0,0
70,0,1,24,1,1,0,0,0,1
100,0,1,12,1,1,0,0,0,1
30,70,1,15,1,1,0,0,0,0
10,90,1,28,1,1,0,0,0,0
30,60,1,20,1,1,0,0,0,0
75,15,1,26,0,1,0,0,0,1
30,70,4,26,0,0,0,0,1,0
40,60,1,11,1,1,0,0,0,0
60,15,1,24,0,1,0,0,0,1
15,90,1,21,1,1,0,0,0,0
50,50,1,18,1,1,0,0,0,1
55,55,1,15,1,1,0,0,0,1
0,70,1,5,0,1,0,0,0,0
0,60,1,21,0,1,0,0,0,0
15,70,1,20,0,1,0,0,0,0
30,15,1,11,0,1,0,0,0,1
40,95,1,13,1,1,0,0,0,0
0,85,1,19,0,1,0,0,0,0
75,0,1,16,1,1,0,0,0,1
40,50,4,11,0,0,0,0,1,0
55,60,1,27,0,1,0,0,0,0
85,10,1,12,1,1,0,0,0,1
40,60,1,17,1,1,0,0,0,0
45,45,1,1,1,1,0,0,0,1
5,20,1,26,0,1,0,0,0,0
60,40,1,10,1,1,0,0,0,1
90,30,1,8,0,1,0,0,0,1
100,40,2,17,1,0,1,0,0,1
85,50,2,1,1,0,1,0,0,1
30,60,4,15,0,0,0,0,1,0
20,1,1,9,0,1,0,0,0,1
100,0,1,19,1,1,0,0,0,1
70,5,1,27,1,1,0,0,0,1
60,15,1,28,0,1,0,0,0,1
85,40,2,27,1,0,1,0,0,1
90,0,1,12,1,1,0,0,0,1
50,0,2,2,0,0,1,0,0,1
5,30,1,26,0,1,0,0,0,0
100,0,2,20,1,0,1,0,0,1
90,30,1,23,1,1,0,0,0,1
35,35,3,22,1,0,0,1,0,0
0,85,1,24,0,1,0,0,0,0
30,60,1,24,0,1,0,0,0,0
85,40,1,13,0,1,0,0,0,1
75,47,1,21,0,1,0,0,0,1
15,60,1,20,1,1,0,0,0,0
2,65,1,16,1,1,0,0,0,0
100,50,2,12,1,0,1,0,0,1
0,100,1,1,1,1,0,0,0,0
22,80,1,17,0,1,0,0,0,0
30,85,1,25,1,1,0,0,0,0
0,100,3,27,1,0,0,1,0,0
