"ft_dem","ft_rep","race","income","sex","white","black","hispanic","other","vote_obama"
70,40,3,13,0,0,0,1,0,1
85,30,3,3,1,0,0,1,0,1
70,30,1,7,0,1,0,0,0,1
40,40,1,1,0,1,0,0,0,0
0,30,1,14,0,1,0,0,0,0
100,15,3,2,0,0,0,1,0,1
50,60,1,13,0,1,0,0,0,0
35,50,1,23,0,1,0,0,0,0
15,100,4,1,1,0,0,0,1,0
15,85,1,10,0,1,0,0,0,0
70,0,2,14,0,0,1,0,0,1
70,50,4,1,1,0,0,0,1,1
85,15,2,1,1,0,1,0,0,1
30,70,1,15,0,1,0,0,0,0
0,100,1,11,0,1,0,0,0,0
100,0,2,4,1,0,1,0,0,1
40,85,1,20,1,1,0,0,0,0
30,100,1,3,1,1,0,0,0,0
75,20,1,25,1,1,0,0,0,1
30,30,4,19,1,0,0,0,1,0
25,75,1,25,0,1,0,0,0,0
60,85,1,1,1,1,0,0,0,0
85,15,1,25,1,1,0,0,0,1
15,85,1,1,1,1,0,0,0,0
60,65,1,11,1,1,0,0,0,1
0,85,1,14,1,1,0,0,0,0
40,60,1,12,1,1,0,0,0,0
85,15,2,10,1,0,1,0,0,1
75,10,1,25,0,1,0,0,0,1
50,10,1,25,1,1,0,0,0,1
30,15,1,22,1,1,0,0,0,0
60,15,1,21,0,1,0,0,0,1
85,60,2,19,1,0,1,0,0,1
50,30,1,15,1,1,0,0,0,1
0,100,1,16,1,1,0,0,0,0
0,85,1,22,0,1,0,0,0,0
60,15,1,24,1,1,0,0,0,1
15,60,1,15,1,1,0,0,0,0
0,95,1,22,1,1,0,0,0,0
30,70,1,12,1,1,0,0,0,0
0,60,1,16,0,1,0,0,0,0
80,65,3,17,0,0,0,1,0,1
60,40,1,14,0,1,0,0,0,1
100,0,2,7,1,0,1,0,0,1
85,50,1,11,1,1,0,0,0,1
15,90,1,15,1,1,0,0,0,0
40,20,2,27,1,0,1,0,0,1
30,30,2,18,0,0,1,0,0,1
40,40,1,14,1,1,0,0,0,0
98,0,2,5,1,0,1,0,0,1
20,60,1,27,0,1,0,0,0,0
75,15,1,17,1,1,0,0,0,1
80,0,2,25,1,0,1,0,0,1
40,60,1,1,1,1,0,0,0,0
50,50,1,8,1,1,0,0,0,0
100,0,2,6,0,0,1,0,0,1
75,15,1,26,1,1,0,0,0,1
40,60,1,6,1,1,0,0,0,0
15,60,1,26,0,1,0,0,0,0
40,70,1,14,0,1,0,0,0,0
60,0,1,7,0,1,0,0,0,1
15,60,1,1,0,1,0,0,0,0
70,0,1,11,1,1,0,0,0,1
85,15,1,20,0,1,0,0,0,1
100,0,2,1,0,0,1,0,0,1
80,20,2,12,0,0,1,0,0,1
70,0,1,23,0,1,0,0,0,1
50,85,3,24,1,0,0,1,0,0
50,25,4,24,0,0,0,0,1,1
70,60,2,21,0,0,1,0,0,1
15,70,1,15,1,1,0,0,0,0
30,50,1,24,0,1,0,0,0,0
30,60,1,2,1,1,0,0,0,0
100,70,3,4,0,0,0,1,0,1
5,55,4,12,0,0,0,0,1,0
40,50,2,16,0,0,1,0,0,1
50,50,1,7,0,1,0,0,0,0
75,50,2,12,1,0,1,0,0,1
60,50,3,15,0,0,0,1,0,1
50,20,1,25,0,1,0,0,0,1
60,40,3,22,0,0,0,1,0,1
75,5,1,24,0,1,0,0,0,1
85,70,3,22,1,0,0,1,0,1
85,0,2,28,0,0,1,0,0,1
10,70,1,15,0,1,0,0,0,0
50,50,1,1,0,1,0,0,0,1
60,40,2,11,1,0,1,0,0,1
70,10,1,12,0,1,0,0,0,1
0,70,1,21,1,1,0,0,0,0
50,30,1,20,1,1,0,0,0,1
100,30,1,11,1,1,0,0,0,1
15,70,1,26,1,1,0,0,0,0
50,50,1,16,0,1,0,0,0,1
40,60,1,1,1,1,0,0,0,0
0,0,1,22,0,1,0,0,0,1
10,0,1,4,1,1,0,0,0,1
15,30,1,22,1,1,0,0,0,0
0,25,1,21,0,1,0,0,0,0
15,70,1,1,0,1,0,0,0,0
85,0,1,19,1,1,0,0,0,1
10,75,1,9,0,1,0,0,0,0
65,30,1,28,0,1,0,0,0,1
15,40,1,11,0,1,0,0,0,0
60,30,1,17,0,1,0,0,0,1
0,50,4,18,0,0,0,0,1,0
60,15,1,4,1,1,0,0,0,1
60,70,1,10,1,1,0,0,0,0
70,0,2,18,1,0,1,0,0,1
60,40,1,1,1,1,0,0,0,0
100,30,1,27,1,1,0,0,0,1
0,60,1,24,0,1,0,0,0,0
15,70,1,12,0,1,0,0,0,0
60,70,1,7,1,1,0,0,0,0
0,70,1,25,0,1,0,0,0,0
0,40,1,12,1,1,0,0,0,0
40,70,1,19,0,1,0,0,0,0
75,0,1,22,0,1,0,0,0,1
30,0,1,22,1,1,0,0,0,1
40,85,1,25,1,1,0,0,0,0
40,70,1,16,1,1,0,0,0,0
70,10,1,20,0,1,0,0,0,1
50,70,1,15,0,1,0,0,0,0
85,15,2,16,1,0,1,0,0,1
85,0,3,23,0,0,0,1,0,1
85,80,2,5,0,0,1,0,0,1
0,60,1,13,0,1,0,0,0,0
0,50,1,1,0,1,0,0,0,0
40,30,1,24,0,1,0,0,0,0
60,30,1,1,1,1,0,0,0,1
60,35,1,20,0,1,0,0,0,1
30,40,3,17,0,0,0,1,0,0
80,15,3,15,1,0,0,1,0,1
10,75,1,21,0,1,0,0,0,0
100,0,3,20,0,0,0,1,0,1
85,50,1,1,1,1,0,0,0,1
0,30,1,13,0,1,0,0,0,0
100,0,2,1,0,0,1,0,0,1
5,60,1,9,0,1,0,0,0,0
30,15,4,20,0,0,0,0,1,1
85,30,2,1,1,0,1,0,0,1
50,50,3,13,0,0,0,1,0,0
50,50,3,16,0,0,0,1,0,0
10,60,1,14,0,1,0,0,0,0
90,0,3,19,1,0,0,1,0,1
70,0,2,3,0,0,1,0,0,1
50,50,1,15,0,1,0,0,0,1
40,50,1,21,0,1,0,0,0,0
50,85,3,1,0,0,0,1,0,0
85,15,2,26,0,0,1,0,0,1
0,70,4,16,0,0,0,0,1,0
70,30,2,6,1,0,1,0,0,1
70,15,2,24,0,0,1,0,0,1
40,60,3,16,0,0,0,1,0,0
50,30,3,15,0,0,0,1,0,1
60,40,1,11,0,1,0,0,0,1
15,50,1,1,0,1,0,0,0,0
0,100,3,26,1,0,0,1,0,0
100,0,2,23,1,0,1,0,0,1
40,15,2,22,0,0,1,0,0,1
100,50,4,13,1,0,0,0,1,1
40,70,1,3,1,1,0,0,0,0
80,0,3,24,0,0,0,1,0,1
60,0,1,28,0,1,0,0,0,1
100,0,1,8,0,1,0,0,0,1
15,75,1,24,0,1,0,0,0,0
60,0,1,26,0,1,0,0,0,1
0,90,3,18,0,0,0,1,0,0
70,85,3,28,1,0,0,1,0,1
45,45,1,6,1,1,0,0,0,0
50,40,2,23,0,0,1,0,0,1
30,60,1,27,0,1,0,0,0,0
30,85,1,27,1,1,0,0,0,0
50,70,1,14,1,1,0,0,0,0
80,15,2,27,1,0,1,0,0,1
100,0,3,5,1,0,0,1,0,1
40,70,4,24,0,0,0,0,1,0
45,55,1,25,0,1,0,0,0,0
100,50,1,21,0,1,0,0,0,1
50,50,2,25,1,0,1,0,0,1
25,15,1,10,0,1,0,0,0,1
68,0,1,13,0,1,0,0,0,1
0,100,1,12,0,1,0,0,0,0
15,15,3,9,0,0,0,1,0,0
0,70,1,18,1,1,0,0,0,0
60,15,1,19,0,1,0,0,0,1
70,30,1,17,0,1,0,0,0,1
50,75,1,19,0,1,0,0,0,0
60,50,2,1,1,0,1,0,0,1
40,50,4,8,0,0,0,0,1,0
0,60,1,27,1,1,0,0,0,0
30,70,1,19,1,1,0,0,0,0
60,50,2,12,1,0,1,0,0,1
100,0,2,3,0,0,1,0,0,1
35,60,1,3,0,1,0,0,0,0
0,70,1,11,1,1,0,0,0,0
70,10,1,17,1,1,0,0,0,1
40,70,1,3,1,1,0,0,0,0
0,0,4,1,0,0,0,0,1,1
55,35,1,21,0,1,0,0,0,1
65,55,1,19,0,1,0,0,0,1
85,25,3,22,0,0,0,1,0,1
85,30,2,21,0,0,1,0,0,1
25,75,1,12,0,1,0,0,0,0
40,85,1,1,1,1,0,0,0,0
70,0,1,16,1,1,0,0,0,1
50,40,1,15,0,1,0,0,0,0
85,0,2,15,0,0,1,0,0,1
70,60,2,2,1,0,1,0,0,1
70,30,1,25,1,1,0,0,0,1
0,50,1,16,0,1,0,0,0,0
100,0,2,8,1,0,1,0,0,1
70,30,2,1,0,0,1,0,0,1
60,60,1,19,0,1,0,0,0,0
60,50,3,27,0,0,0,1,0,1
70,0,4,13,1,0,0,0,1,1
20,65,1,2,0,1,0,0,0,0
100,0,2,8,0,0,1,0,0,1
85,15,2,1,1,0,1,0,0,1
85,30,2,25,0,0,1,0,0,1
50,40,1,25,1,1,0,0,0,1
100,0,2,12,0,0,1,0,0,1
85,70,2,21,1,0,1,0,0,1
60,60,1,18,0,1,0,0,0,1
30,70,1,9,1,1,0,0,0,0
50,50,1,25,1,1,0,0,0,1
30,60,1,26,0,1,0,0,0,0
100,0,2,14,0,0,1,0,0,1
80,40,2,13,0,0,1,0,0,1
25,60,1,27,0,1,0,0,0,0
75,40,1,21,0,1,0,0,0,1
60,50,2,11,0,0,1,0,0,1
45,45,1,17,0,1,0,0,0,0
40,70,1,13,0,1,0,0,0,0
100,0,2,3,1,0,1,0,0,1
90,0,2,1,0,0,1,0,0,1
50,50,2,6,1,0,1,0,0,1
60,30,1,27,0,1,0,0,0,1
65,60,2,7,0,0,1,0,0,1
30,75,1,1,1,1,0,0,0,0
90,40,1,2,0,1,0,0,0,1
100,0,1,19,1,1,0,0,0,1
50,50,1,24,0,1,0,0,0,0
75,30,1,23,1,1,0,0,0,1
0,60,1,25,0,1,0,0,0,0
100,30,2,1,1,0,1,0,0,1
50,50,1,22,0,1,0,0,0,0
60,40,1,28,0,1,0,0,0,1
50,50,1,25,0,1,0,0,0,0
40,60,4,1,0,0,0,0,1,0
30,60,1,27,0,1,0,0,0,0
30,70,1,2,1,1,0,0,0,0
70,0,4,25,0,0,0,0,1,1
0,0,4,21,0,0,0,0,1,0
50,40,2,11,0,0,1,0,0,1
15,70,1,4,0,1,0,0,0,0
70,9,1,22,0,1,0,0,0,1
50,40,1,11,1,1,0,0,0,1
90,25,1,20,0,1,0,0,0,1
85,0,3,1,1,0,0,1,0,1
50,60,3,8,1,0,0,1,0,0
50,40,1,15,0,1,0,0,0,1
65,40,1,2,0,1,0,0,0,1
85,0,3,1,1,0,0,1,0,1
85,60,4,11,0,0,0,0,1,1
70,40,1,1,0,1,0,0,0,1
70,30,3,2,0,0,0,1,0,1
70,0,1,23,0,1,0,0,0,1
70,40,3,4,0,0,0,1,0,1
45,55,1,26,0,1,0,0,0,0
70,30,4,9,0,0,0,0,1,1
70,0,1,8,0,1,0,0,0,1
75,0,1,25,0,1,0,0,0,1
50,50,1,24,1,1,0,0,0,0
0,100,4,1,0,0,0,0,1,0
0,30,1,28,0,1,0,0,0,0
10,75,1,20,0,1,0,0,0,0
60,15,1,14,1,1,0,0,0,1
50,10,1,15,1,1,0,0,0,1
30,70,1,26,0,1,0,0,0,0
85,0,3,21,1,0,0,1,0,1
60,15,3,21,1,0,0,1,0,1
100,0,3,16,0,0,0,1,0,1
85,60,3,6,0,0,0,1,0,1
40,15,3,9,0,0,0,1,0,1
49,51,4,22,1,0,0,0,1,0
25,65,1,14,0,1,0,0,0,0
40,0,1,5,0,1,0,0,0,1
85,0,4,17,1,0,0,0,1,1
35,60,4,25,1,0,0,0,1,0
60,0,2,1,1,0,1,0,0,1
100,15,2,3,0,0,1,0,0,1
0,60,1,11,1,1,0,0,0,0
60,70,1,14,1,1,0,0,0,0
60,50,1,1,0,1,0,0,0,1
60,50,1,5,1,1,0,0,0,1
50,70,1,7,1,1,0,0,0,0
40,70,1,13,1,1,0,0,0,0
45,10,1,19,0,1,0,0,0,1
30,60,3,28,0,0,0,1,0,0
15,85,1,9,1,1,0,0,0,0
60,0,1,21,1,1,0,0,0,1
70,30,1,26,1,1,0,0,0,1
85,50,2,18,1,0,1,0,0,1
100,50,2,1,1,0,1,0,0,1
49,60,1,12,0,1,0,0,0,1
85,60,3,1,1,0,0,1,0,1
85,10,2,14,1,0,1,0,0,1
85,0,1,22,1,1,0,0,0,1
85,0,2,27,0,0,1,0,0,1
30,15,1,15,1,1,0,0,0,0
40,70,3,18,1,0,0,1,0,0
70,50,1,1,1,1,0,0,0,1
85,0,3,15,1,0,0,1,0,1
0,100,3,15,1,0,0,1,0,0
65,40,3,26,0,0,0,1,0,1
60,40,4,1,0,0,0,0,1,1
90,10,1,21,0,1,0,0,0,1
0,6,1,18,0,1,0,0,0,0
90,0,1,22,0,1,0,0,0,1
100,0,3,16,0,0,0,1,0,1
0,90,1,27,1,1,0,0,0,0
10,70,1,22,0,1,0,0,0,0
40,60,1,22,1,1,0,0,0,0
15,100,3,19,1,0,0,1,0,0
85,60,1,19,0,1,0,0,0,1
85,15,2,25,0,0,1,0,0,1
0,40,3,12,1,0,0,1,0,0
85,15,1,24,1,1,0,0,0,1
0,70,1,13,0,1,0,0,0,0
50,60,1,17,1,1,0,0,0,0
0,60,1,16,0,1,0,0,0,0
70,0,1,12,0,1,0,0,0,1
60,40,3,13,1,0,0,1,0,1
50,50,2,8,0,0,1,0,0,1
0,70,3,26,0,0,0,1,0,0
25,90,1,1,0,1,0,0,0,0
100,50,3,18,0,0,0,1,0,1
85,0,1,23,0,1,0,0,0,1
85,50,3,12,0,0,0,1,0,1
15,15,1,21,0,1,0,0,0,0
80,5,3,25,0,0,0,1,0,1
50,50,1,13,1,1,0,0,0,0
70,30,2,9,1,0,1,0,0,1
85,15,1,23,1,1,0,0,0,1
60,0,1,27,0,1,0,0,0,1
50,0,1,14,1,1,0,0,0,1
15,15,1,26,0,1,0,0,0,0
60,70,1,15,1,1,0,0,0,0
70,0,1,11,0,1,0,0,0,1
0,85,1,23,0,1,0,0,0,0
15,70,1,18,0,1,0,0,0,0
0,100,1,17,0,1,0,0,0,0
70,50,3,23,0,0,0,1,0,1
85,10,1,23,0,1,0,0,0,1
60,70,1,16,1,1,0,0,0,0
0,70,1,26,0,1,0,0,0,0
75,15,1,28,0,1,0,0,0,1
40,40,1,14,0,1,0,0,0,0
50,60,1,12,0,1,0,0,0,0
45,45,1,26,1,1,0,0,0,0
60,30,1,11,1,1,0,0,0,1
30,85,1,23,1,1,0,0,0,0
100,15,3,14,1,0,0,1,0,1
50,50,2,18,0,0,1,0,0,1
55,70,1,20,0,1,0,0,0,0
40,30,1,6,1,1,0,0,0,1
60,0,1,20,0,1,0,0,0,1
50,50,1,26,1,1,0,0,0,0
100,0,1,23,0,1,0,0,0,1
100,50,2,28,1,0,1,0,0,1
75,25,1,22,1,1,0,0,0,1
50,0,3,15,0,0,0,1,0,1
60,15,1,17,1,1,0,0,0,1
5,80,1,8,0,1,0,0,0,0
70,0,3,6,1,0,0,1,0,1
85,15,2,17,1,0,1,0,0,1
100,0,2,21,0,0,1,0,0,1
40,30,1,25,0,1,0,0,0,1
60,15,1,10,0,1,0,0,0,1
85,15,3,12,1,0,0,1,0,1
85,40,2,1,1,0,1,0,0,1
50,60,1,12,0,1,0,0,0,0
70,30,2,23,0,0,1,0,0,1
75,45,1,23,0,1,0,0,0,1
50,30,1,4,1,1,0,0,0,1
100,0,2,17,1,0,1,0,0,1
50,70,1,15,1,1,0,0,0,0
60,60,1,20,1,1,0,0,0,1
60,45,1,25,0,1,0,0,0,1
60,15,1,12,1,1,0,0,0,1
30,30,1,25,0,1,0,0,0,0
0,85,4,23,0,0,0,0,1,0
60,15,1,1,0,1,0,0,0,1
50,60,1,13,1,1,0,0,0,0
40,85,1,13,0,1,0,0,0,0
30,60,1,26,0,1,0,0,0,0
0,100,1,1,0,1,0,0,0,0
100,0,2,1,1,0,1,0,0,1
15,60,1,23,0,1,0,0,0,0
70,30,1,12,1,1,0,0,0,1
30,85,1,15,0,1,0,0,0,0
100,40,2,11,1,0,1,0,0,1
85,50,2,4,1,0,1,0,0,1
40,30,1,22,1,1,0,0,0,1
85,30,1,12,0,1,0,0,0,1
100,15,3,12,1,0,0,1,0,1
80,10,1,25,1,1,0,0,0,1
30,90,1,19,0,1,0,0,0,0
50,50,1,18,1,1,0,0,0,0
50,50,1,1,0,1,0,0,0,0
55,25,1,13,0,1,0,0,0,1
70,30,2,7,0,0,1,0,0,1
70,0,1,24,1,1,0,0,0,1
85,0,3,1,1,0,0,1,0,1
50,60,1,1,1,1,0,0,0,0
100,0,3,1,0,0,0,1,0,1
30,70,3,1,0,0,0,1,0,0
60,40,3,4,1,0,0,1,0,1
80,0,1,5,0,1,0,0,0,1
70,40,1,19,0,1,0,0,0,1
70,40,3,5,1,0,0,1,0,1
70,0,2,11,1,0,1,0,0,1
60,40,1,3,1,1,0,0,0,1
1,50,1,15,1,1,0,0,0,0
40,60,1,28,1,1,0,0,0,0
70,40,1,1,0,1,0,0,0,1
100,0,2,12,1,0,1,0,0,1
0,60,1,23,1,1,0,0,0,0
50,50,1,25,1,1,0,0,0,1
85,30,3,2,1,0,0,1,0,1
100,0,2,1,0,0,1,0,0,1
40,70,1,1,1,1,0,0,0,0
36,65,1,8,0,1,0,0,0,0
85,30,1,23,1,1,0,0,0,1
40,65,1,11,0,1,0,0,0,0
0,80,1,10,1,1,0,0,0,0
15,85,1,16,0,1,0,0,0,0
0,100,1,5,0,1,0,0,0,0
70,0,1,12,0,1,0,0,0,1
40,70,1,27,1,1,0,0,0,0
50,80,1,12,0,1,0,0,0,0
40,50,1,1,1,1,0,0,0,1
60,15,2,18,0,0,1,0,0,1
60,30,1,24,1,1,0,0,0,1
100,0,3,23,1,0,0,1,0,1
30,60,1,21,1,1,0,0,0,0
60,60,1,22,1,1,0,0,0,1
15,70,1,13,0,1,0,0,0,0
80,40,2,13,1,0,1,0,0,1
100,0,2,21,0,0,1,0,0,1
70,0,1,25,0,1,0,0,0,1
70,0,1,19,0,1,0,0,0,1
50,50,4,16,1,0,0,0,1,0
40,15,1,1,1,1,0,0,0,1
60,15,1,27,1,1,0,0,0,1
70,0,1,22,0,1,0,0,0,1
15,70,1,9,0,1,0,0,0,0
50,50,1,19,1,1,0,0,0,1
89,1,2,1,1,0,1,0,0,1
60,60,2,1,1,0,1,0,0,1
50,10,1,23,0,1,0,0,0,1
15,70,4,14,0,0,0,0,1,0
85,0,2,18,0,0,1,0,0,1
100,0,2,1,1,0,1,0,0,1
70,70,2,6,1,0,1,0,0,0
40,40,1,21,1,1,0,0,0,1
50,55,1,9,0,1,0,0,0,0
60,15,1,3,1,1,0,0,0,1
70,0,1,8,0,1,0,0,0,1
70,20,1,23,0,1,0,0,0,1
60,35,1,22,0,1,0,0,0,1
50,60,1,26,0,1,0,0,0,0
50,50,3,10,1,0,0,1,0,0
60,60,1,12,1,1,0,0,0,0
30,50,3,15,0,0,0,1,0,0
15,70,1,23,0,1,0,0,0,0
30,85,1,20,1,1,0,0,0,0
60,50,1,5,0,1,0,0,0,0
85,15,2,2,1,0,1,0,0,1
50,50,1,11,1,1,0,0,0,0
40,60,1,11,0,1,0,0,0,0
30,60,3,22,1,0,0,1,0,0
50,50,1,15,1,1,0,0,0,1
65,25,1,24,1,1,0,0,0,1
60,30,1,11,0,1,0,0,0,1
100,0,4,10,1,0,0,0,1,1
0,100,3,17,1,0,0,1,0,0
53,12,1,24,0,1,0,0,0,1
85,0,2,27,0,0,1,0,0,1
70,60,1,15,0,1,0,0,0,1
70,15,1,25,1,1,0,0,0,1
10,60,1,24,0,1,0,0,0,0
40,60,1,17,1,1,0,0,0,0
75,0,2,6,1,0,1,0,0,1
85,0,1,18,1,1,0,0,0,1
40,50,1,4,1,1,0,0,0,0
0,85,1,3,1,1,0,0,0,0
0,100,1,7,1,1,0,0,0,0
0,0,4,17,1,0,0,0,1,0
85,0,2,20,0,0,1,0,0,1
70,40,2,4,1,0,1,0,0,1
70,0,2,20,1,0,1,0,0,1
80,0,2,15,0,0,1,0,0,1
85,40,2,16,0,0,1,0,0,1
100,0,1,9,0,1,0,0,0,1
60,85,1,12,1,1,0,0,0,0
30,65,1,14,0,1,0,0,0,0
0,25,1,14,0,1,0,0,0,0
85,0,1,17,1,1,0,0,0,1
15,70,1,25,0,1,0,0,0,0
70,30,2,19,0,0,1,0,0,1
60,70,2,1,1,0,1,0,0,1
85,30,3,22,0,0,0,1,0,1
15,60,3,22,1,0,0,1,0,0
100,0,2,2,1,0,1,0,0,1
40,70,1,22,0,1,0,0,0,0
38,85,1,9,0,1,0,0,0,0
30,100,1,9,0,1,0,0,0,0
15,40,1,15,1,1,0,0,0,0
15,70,1,25,0,1,0,0,0,0
30,30,1,14,0,1,0,0,0,0
75,0,1,2,0,1,0,0,0,1
85,50,2,1,0,0,1,0,0,1
40,60,1,20,0,1,0,0,0,0
30,40,1,20,0,1,0,0,0,0
0,68,1,20,0,1,0,0,0,0
30,75,1,16,0,1,0,0,0,0
50,15,1,7,0,1,0,0,0,1
0,100,3,1,0,0,0,1,0,0
0,100,3,26,1,0,0,1,0,0
0,0,3,24,0,0,0,1,0,1
15,85,1,24,1,1,0,0,0,0
15,40,4,27,0,0,0,0,1,0
75,35,2,5,0,0,1,0,0,1
50,30,1,20,0,1,0,0,0,1
30,30,1,21,1,1,0,0,0,0
60,15,3,13,0,0,0,1,0,1
100,60,2,1,1,0,1,0,0,1
100,0,2,7,1,0,1,0,0,1
50,50,1,12,1,1,0,0,0,0
85,30,3,8,0,0,0,1,0,1
100,0,2,21,1,0,1,0,0,1
85,30,2,15,0,0,1,0,0,1
60,15,1,23,1,1,0,0,0,1
50,70,4,23,1,0,0,0,1,0
60,40,1,1,0,1,0,0,0,1
0,60,1,17,0,1,0,0,0,0
75,50,1,15,0,1,0,0,0,1
2,65,1,2,0,1,0,0,0,0
50,60,1,12,0,1,0,0,0,0
60,50,1,13,1,1,0,0,0,0
50,50,1,1,1,1,0,0,0,0
60,50,1,16,1,1,0,0,0,1
100,0,1,25,1,1,0,0,0,1
65,15,3,19,1,0,0,1,0,1
100,30,1,17,0,1,0,0,0,1
70,40,1,25,1,1,0,0,0,0
100,0,3,1,1,0,0,1,0,1
40,85,1,18,1,1,0,0,0,0
30,85,1,1,0,1,0,0,0,0
30,50,1,27,0,1,0,0,0,0
50,50,1,23,1,1,0,0,0,0
85,15,2,19,1,0,1,0,0,1
0,75,1,1,0,1,0,0,0,0
40,65,1,19,0,1,0,0,0,1
0,85,1,20,1,1,0,0,0,0
45,80,1,17,1,1,0,0,0,0
0,70,1,28,0,1,0,0,0,0
85,0,2,21,1,0,1,0,0,1
50,70,1,21,1,1,0,0,0,0
30,70,1,13,1,1,0,0,0,0
0,85,1,9,0,1,0,0,0,0
50,70,1,23,0,1,0,0,0,0
40,60,3,26,0,0,0,1,0,0
40,0,1,21,1,1,0,0,0,1
40,15,3,13,0,0,0,1,0,1
50,100,1,1,0,1,0,0,0,0
15,15,2,14,0,0,1,0,0,1
40,40,3,1,0,0,0,1,0,1
40,55,1,20,0,1,0,0,0,0
85,10,2,7,0,0,1,0,0,1
100,85,3,3,1,0,0,1,0,1
0,70,3,27,0,0,0,1,0,0
50,50,1,24,0,1,0,0,0,0
85,30,2,9,0,0,1,0,0,1
85,60,2,14,0,0,1,0,0,1
70,30,1,19,0,1,0,0,0,1
15,30,1,14,0,1,0,0,0,0
85,30,1,26,1,1,0,0,0,1
0,85,4,1,0,0,0,0,1,0
70,15,1,13,0,1,0,0,0,1
15,85,1,1,0,1,0,0,0,0
70,40,1,21,1,1,0,0,0,1
85,40,1,6,1,1,0,0,0,1
40,60,1,24,0,1,0,0,0,0
85,10,1,21,0,1,0,0,0,1
100,0,3,9,1,0,0,1,0,1
70,40,3,11,1,0,0,1,0,1
100,15,3,5,1,0,0,1,0,1
85,0,3,13,1,0,0,1,0,1
50,70,1,14,1,1,0,0,0,0
0,85,1,24,0,1,0,0,0,0
60,50,1,13,1,1,0,0,0,0
85,50,1,16,0,1,0,0,0,1
25,10,1,3,0,1,0,0,0,1
50,30,1,23,1,1,0,0,0,0
70,15,1,13,1,1,0,0,0,1
60,15,3,3,0,0,0,1,0,1
0,0,2,4,1,0,1,0,0,1
100,0,2,12,0,0,1,0,0,1
85,50,3,1,1,0,0,1,0,1
15,60,1,24,0,1,0,0,0,0
15,60,1,14,0,1,0,0,0,0
70,30,1,11,0,1,0,0,0,1
60,70,2,1,1,0,1,0,0,1
100,0,4,26,1,0,0,0,1,1
0,60,3,8,0,0,0,1,0,0
0,50,3,13,0,0,0,1,0,0
60,70,1,8,0,1,0,0,0,0
60,15,3,17,0,0,0,1,0,1
15,88,1,26,1,1,0,0,0,0
100,0,4,9,0,0,0,0,1,1
30,60,1,13,1,1,0,0,0,0
50,85,3,9,1,0,0,1,0,0
70,15,4,15,1,0,0,0,1,1
0,30,1,18,0,1,0,0,0,0
87,10,2,5,1,0,1,0,0,1
60,30,1,26,0,1,0,0,0,1
1,70,1,24,0,1,0,0,0,0
50,50,1,26,0,1,0,0,0,1
10,90,1,7,1,1,0,0,0,0
75,20,1,17,0,1,0,0,0,1
100,15,2,2,1,0,1,0,0,1
100,0,2,21,0,0,1,0,0,1
50,50,1,3,1,1,0,0,0,0
100,0,1,16,0,1,0,0,0,1
35,60,3,25,0,0,0,1,0,0
85,0,4,24,1,0,0,0,1,1
60,40,3,3,1,0,0,1,0,0
100,0,2,5,1,0,1,0,0,1
40,80,1,26,0,1,0,0,0,0
50,15,1,27,1,1,0,0,0,1
85,50,1,18,1,1,0,0,0,1
0,70,1,28,0,1,0,0,0,0
35,75,1,23,0,1,0,0,0,0
50,40,2,17,1,0,1,0,0,1
60,10,1,27,1,1,0,0,0,1
